SkyId,pred_x1,pred_y1,pred_d,pred_norm,best_x1,best_y1,best_norm,best_norm
Sky59,703.616053,3797.358929,36.588017,32.033498,0.000000,0.000000,10000.000000,10000.000000
Sky60,2996.429632,4042.572492,168.210216,55.548900,0.000000,0.000000,10000.000000,10000.000000
Sky61,3392.467071,812.461583,21.565670,52.042007,0.000000,0.000000,10000.000000,10000.000000
Sky62,1158.662981,3299.623733,219.501116,35.499730,0.000000,0.000000,10000.000000,10000.000000
Sky63,411.061035,2156.427915,89.577592,41.981929,0.000000,0.000000,10000.000000,10000.000000
Sky64,3284.678707,762.330595,24.168782,33.675966,0.000000,0.000000,10000.000000,10000.000000
Sky65,2718.949248,1668.011036,85.368663,53.530725,0.000000,0.000000,10000.000000,10000.000000
Sky66,4144.155436,1585.930487,25.320183,68.897715,0.000000,0.000000,10000.000000,10000.000000
Sky67,1943.647127,3840.561737,46.758245,58.465409,0.000000,0.000000,10000.000000,10000.000000
Sky68,3316.003678,1153.801160,118.096293,30.608353,0.000000,0.000000,10000.000000,10000.000000
Sky69,1139.248321,3091.209425,2234.185964,30.537258,0.000000,0.000000,10000.000000,10000.000000
Sky70,2655.995134,1486.182788,43.235877,56.375335,0.000000,0.000000,10000.000000,10000.000000
Sky71,3256.562190,308.804809,35.655398,32.461711,0.000000,0.000000,10000.000000,10000.000000
Sky72,3602.872145,3451.075653,20.628900,58.183816,0.000000,0.000000,10000.000000,10000.000000
Sky73,1607.446877,1279.149267,54.448585,49.905476,0.000000,0.000000,10000.000000,10000.000000
Sky74,2296.977656,3236.462257,55.541753,50.884564,0.000000,0.000000,10000.000000,10000.000000
Sky75,3323.319219,530.128085,3020.605149,32.136498,0.000000,0.000000,10000.000000,10000.000000
Sky76,1002.214510,3712.058305,43.725132,35.165269,0.000000,0.000000,10000.000000,10000.000000
Sky77,1950.319288,2058.191658,65.123519,39.349522,0.000000,0.000000,10000.000000,10000.000000
Sky78,706.539779,1554.725441,186.804209,56.035627,0.000000,0.000000,10000.000000,10000.000000
Sky79,3223.968869,493.549831,177.279172,28.838665,0.000000,0.000000,10000.000000,10000.000000
Sky80,2855.138057,69.882114,89.570036,37.241249,0.000000,0.000000,10000.000000,10000.000000
Sky81,599.412678,1295.758289,30.983793,62.972177,0.000000,0.000000,10000.000000,10000.000000
Sky82,4102.635238,3554.468296,1371.451201,39.686921,0.000000,0.000000,10000.000000,10000.000000
Sky83,2379.127494,2329.780587,105.572803,55.901057,0.000000,0.000000,10000.000000,10000.000000
Sky84,3120.266623,3929.763038,37.859130,36.456732,0.000000,0.000000,10000.000000,10000.000000
Sky85,1804.816741,2513.313828,19.578185,53.563637,0.000000,0.000000,10000.000000,10000.000000
Sky86,257.019229,3337.214289,19.181082,35.693170,0.000000,0.000000,10000.000000,10000.000000
Sky87,3391.613676,3098.389992,53.890895,34.653885,0.000000,0.000000,10000.000000,10000.000000
Sky88,1650.496860,441.454089,70.046036,51.551736,0.000000,0.000000,10000.000000,10000.000000
Sky89,3454.375111,2283.919911,34.633962,72.206803,0.000000,0.000000,10000.000000,10000.000000
Sky90,535.872477,1903.349337,17.090593,66.327461,0.000000,0.000000,10000.000000,10000.000000
Sky91,786.430414,3016.588261,36.994944,59.200586,0.000000,0.000000,10000.000000,10000.000000
Sky92,2702.661006,3442.756501,22.001541,65.814461,0.000000,0.000000,10000.000000,10000.000000
Sky93,2025.418202,2342.970904,63.525593,60.047428,0.000000,0.000000,10000.000000,10000.000000
Sky94,4094.788664,3677.614356,76.543253,45.623985,0.000000,0.000000,10000.000000,10000.000000
Sky95,3600.867136,3464.558423,74.223166,64.286506,0.000000,0.000000,10000.000000,10000.000000
Sky96,3394.449285,3068.206062,25.062409,40.021512,0.000000,0.000000,10000.000000,10000.000000
Sky97,510.051232,45.450063,63.214786,58.383991,0.000000,0.000000,10000.000000,10000.000000
Sky98,2905.877782,3813.154158,41.302479,29.423081,0.000000,0.000000,10000.000000,10000.000000
Sky99,3354.481577,2670.938239,65.069760,41.399240,0.000000,0.000000,10000.000000,10000.000000
Sky100,3832.509809,933.182434,57.656300,35.032087,0.000000,0.000000,10000.000000,10000.000000
Sky101,4132.671021,288.008988,69.433633,53.863010,0.000000,0.000000,10000.000000,10000.000000
Sky102,40.445950,767.906440,30.863022,60.228284,0.000000,0.000000,10000.000000,10000.000000
Sky103,1764.491451,2458.561751,10.608715,51.009413,0.000000,0.000000,10000.000000,10000.000000
Sky104,528.179426,2528.139861,30.603016,46.913556,0.000000,0.000000,10000.000000,10000.000000
Sky105,1168.351101,2791.002290,96.977014,51.534439,0.000000,0.000000,10000.000000,10000.000000
Sky106,458.957276,3221.293309,33.555014,64.328854,0.000000,0.000000,10000.000000,10000.000000
Sky107,3815.010538,3227.321945,68.014588,33.399155,0.000000,0.000000,10000.000000,10000.000000
Sky108,1848.686619,1190.487346,86.137760,57.618950,0.000000,0.000000,10000.000000,10000.000000
Sky109,403.251792,1180.214004,17.060080,39.588226,0.000000,0.000000,10000.000000,10000.000000
Sky110,510.155768,1810.427683,42.077995,39.681277,0.000000,0.000000,10000.000000,10000.000000
Sky111,4171.581377,2435.467829,12.645733,55.509216,0.000000,0.000000,10000.000000,10000.000000
Sky112,738.585024,665.955092,6.418992,52.553220,0.000000,0.000000,10000.000000,10000.000000
Sky113,1389.586680,588.543796,58.260757,62.241323,0.000000,0.000000,10000.000000,10000.000000
Sky114,1725.334279,2123.534096,22.081148,52.524907,0.000000,0.000000,10000.000000,10000.000000
Sky115,3324.954217,2321.075421,15.182556,55.531081,0.000000,0.000000,10000.000000,10000.000000
Sky116,3327.403821,3527.047172,40.077635,58.425983,0.000000,0.000000,10000.000000,10000.000000
Sky117,2916.836115,1266.397717,19.620577,48.810729,0.000000,0.000000,10000.000000,10000.000000
Sky118,143.964776,1916.736688,235.387262,35.854855,0.000000,0.000000,10000.000000,10000.000000
Sky119,1879.617861,1217.142378,39.621335,51.457523,0.000000,0.000000,10000.000000,10000.000000
Sky120,807.540557,1568.574841,59.667342,52.508598,0.000000,0.000000,10000.000000,10000.000000
Sky121,2799.923899,3455.589803,28.094157,61.739451,0.000000,0.000000,10000.000000,10000.000000
Sky122,1732.687885,2194.055712,73.509384,27.969643,0.000000,0.000000,10000.000000,10000.000000
Sky123,3449.136162,597.008285,26.086036,60.652511,0.000000,0.000000,10000.000000,10000.000000
Sky124,2291.027105,3690.586705,16.889819,46.849553,0.000000,0.000000,10000.000000,10000.000000
Sky125,2121.097533,1947.079557,19.688336,53.488358,0.000000,0.000000,10000.000000,10000.000000
Sky126,287.634786,3065.955770,31.436266,35.615575,0.000000,0.000000,10000.000000,10000.000000
Sky127,2488.298828,3639.585856,13.880279,49.741205,0.000000,0.000000,10000.000000,10000.000000
Sky128,3123.256342,1503.290433,55.042871,43.792838,0.000000,0.000000,10000.000000,10000.000000
Sky129,3596.152703,1702.303285,30.793350,44.055825,0.000000,0.000000,10000.000000,10000.000000
Sky130,1234.201438,3223.848178,21.121489,45.514155,0.000000,0.000000,10000.000000,10000.000000
Sky131,2240.762415,3842.371989,60.282301,72.606447,0.000000,0.000000,10000.000000,10000.000000
Sky132,4097.668451,1996.195510,91.853895,35.621364,0.000000,0.000000,10000.000000,10000.000000
Sky133,2296.293079,2390.550659,11.815275,71.253005,0.000000,0.000000,10000.000000,10000.000000
Sky134,2005.294886,2836.098152,29.475112,53.207792,0.000000,0.000000,10000.000000,10000.000000
Sky135,689.325237,4107.974667,22.858464,54.085896,0.000000,0.000000,10000.000000,10000.000000
Sky136,3111.783674,3948.590825,49.755834,52.255429,0.000000,0.000000,10000.000000,10000.000000
Sky137,3383.067143,1547.818523,94.855412,38.970493,0.000000,0.000000,10000.000000,10000.000000
Sky138,2171.975921,1923.926292,55.444535,48.159559,0.000000,0.000000,10000.000000,10000.000000
Sky139,2257.906369,2012.463421,22.455704,46.220414,0.000000,0.000000,10000.000000,10000.000000
Sky140,1918.367695,3993.304345,46.199006,49.488751,0.000000,0.000000,10000.000000,10000.000000
Sky141,821.510243,2529.876043,16.170358,61.440584,0.000000,0.000000,10000.000000,10000.000000
Sky142,3394.231071,2815.364151,20.409432,34.578739,0.000000,0.000000,10000.000000,10000.000000
Sky143,739.552175,2642.514359,38.522594,63.614075,0.000000,0.000000,10000.000000,10000.000000
Sky144,2900.296242,585.248240,795.528851,30.684598,0.000000,0.000000,10000.000000,10000.000000
Sky145,3259.246782,2401.768878,10.678402,28.987723,0.000000,0.000000,10000.000000,10000.000000
Sky146,3005.789204,247.723328,27.328783,58.376320,0.000000,0.000000,10000.000000,10000.000000
Sky147,1445.474481,3033.862879,15.581818,30.268312,0.000000,0.000000,10000.000000,10000.000000
Sky148,3097.668539,1441.882392,7.530099,57.361438,0.000000,0.000000,10000.000000,10000.000000
Sky149,1329.466391,706.163475,46.671662,37.754925,0.000000,0.000000,10000.000000,10000.000000
Sky150,2583.554610,2757.826489,161.783109,42.801352,0.000000,0.000000,10000.000000,10000.000000
Sky151,1145.622433,3539.577996,25.786681,63.222169,0.000000,0.000000,10000.000000,10000.000000
Sky152,80.477964,3564.471842,37.151047,50.045434,0.000000,0.000000,10000.000000,10000.000000
Sky153,1761.684453,433.391772,12.979364,47.982133,0.000000,0.000000,10000.000000,10000.000000
Sky154,1500.950234,3163.658294,35.039251,67.009468,0.000000,0.000000,10000.000000,10000.000000
Sky155,427.995341,841.557028,2907.112564,37.563863,0.000000,0.000000,10000.000000,10000.000000
Sky156,2506.668380,3460.338206,9.873452,49.355540,0.000000,0.000000,10000.000000,10000.000000
Sky157,1602.742609,2484.152090,24.784846,56.044853,0.000000,0.000000,10000.000000,10000.000000
Sky158,1520.288322,4064.501189,15.962098,37.493424,0.000000,0.000000,10000.000000,10000.000000
Sky159,597.726133,2243.639490,27.529881,40.963696,0.000000,0.000000,10000.000000,10000.000000
Sky160,873.680784,1842.175065,23.162555,47.103400,0.000000,0.000000,10000.000000,10000.000000
Sky161,4148.146436,3075.445468,16.412038,56.182513,0.000000,0.000000,10000.000000,10000.000000
Sky162,1558.793115,2226.314335,25.950339,49.347657,0.000000,0.000000,10000.000000,10000.000000
Sky163,838.565262,408.204556,24.441804,36.572952,0.000000,0.000000,10000.000000,10000.000000
Sky164,3256.512853,2459.404834,28.664283,58.284722,0.000000,0.000000,10000.000000,10000.000000
Sky165,1579.262330,2497.923129,85.057355,57.306881,0.000000,0.000000,10000.000000,10000.000000
Sky166,715.708312,1897.603143,17.277103,34.245655,0.000000,0.000000,10000.000000,10000.000000
Sky167,3027.092474,2636.840100,43.601493,32.828284,0.000000,0.000000,10000.000000,10000.000000
Sky168,2928.936507,3626.039040,57.208076,29.556554,0.000000,0.000000,10000.000000,10000.000000
Sky169,3991.211696,2229.665754,41.613575,69.495510,0.000000,0.000000,10000.000000,10000.000000
Sky170,2145.829021,1528.203314,47.646564,63.196315,0.000000,0.000000,10000.000000,10000.000000
Sky171,1547.598115,688.364893,41.666892,54.414232,0.000000,0.000000,10000.000000,10000.000000
Sky172,2778.242570,1180.582843,76.288648,50.153276,0.000000,0.000000,10000.000000,10000.000000
Sky173,1058.710976,2824.978352,38.349262,54.553107,0.000000,0.000000,10000.000000,10000.000000
Sky174,2434.625873,3544.068688,103.031616,51.383936,0.000000,0.000000,10000.000000,10000.000000
Sky175,1960.228368,1938.608828,21.821075,55.636295,0.000000,0.000000,10000.000000,10000.000000
Sky176,4174.564205,1586.964538,158.813214,52.806274,0.000000,0.000000,10000.000000,10000.000000
Sky177,198.981352,1443.668477,108.795549,35.421052,0.000000,0.000000,10000.000000,10000.000000
Sky178,71.628501,3164.869543,55.378030,38.443002,0.000000,0.000000,10000.000000,10000.000000
Sky179,871.468321,3535.956627,56.944830,41.092751,0.000000,0.000000,10000.000000,10000.000000
Sky180,3586.293068,3383.952308,25.759363,64.052282,0.000000,0.000000,10000.000000,10000.000000
Sky181,4160.774990,800.389756,43.770032,57.869515,0.000000,0.000000,10000.000000,10000.000000
Sky182,2566.674631,369.002333,99.821165,61.729697,0.000000,0.000000,10000.000000,10000.000000
Sky183,3599.038895,2642.270559,9.414953,60.181403,0.000000,0.000000,10000.000000,10000.000000
Sky184,3445.188270,36.442750,72.683274,45.657117,0.000000,0.000000,10000.000000,10000.000000
Sky185,1092.368203,2207.374028,120.805547,55.893806,0.000000,0.000000,10000.000000,10000.000000
Sky186,1683.633414,2241.533631,26.783200,60.552242,0.000000,0.000000,10000.000000,10000.000000
Sky187,836.169870,72.699310,84.950090,34.923839,0.000000,0.000000,10000.000000,10000.000000
Sky188,871.179490,585.130391,9.726246,51.453459,0.000000,0.000000,10000.000000,10000.000000
Sky189,1920.480598,3917.796040,13.528488,63.354273,0.000000,0.000000,10000.000000,10000.000000
Sky190,3899.726255,1518.178472,35.780495,60.067700,0.000000,0.000000,10000.000000,10000.000000
Sky191,2463.091760,348.233482,17.308726,32.059847,0.000000,0.000000,10000.000000,10000.000000
Sky192,2170.900030,2814.329787,6.882472,57.142939,0.000000,0.000000,10000.000000,10000.000000
Sky193,46.287500,1689.820218,38.737811,58.081726,0.000000,0.000000,10000.000000,10000.000000
Sky194,1734.953781,1294.209565,2605.695982,66.507911,0.000000,0.000000,10000.000000,10000.000000
Sky195,3736.322354,3391.816212,88.160387,51.021934,0.000000,0.000000,10000.000000,10000.000000
Sky196,653.050842,2038.574839,19.770679,36.067899,0.000000,0.000000,10000.000000,10000.000000
Sky197,4018.868606,3963.214109,36.346450,34.946835,0.000000,0.000000,10000.000000,10000.000000
Sky198,2602.653042,3648.277708,80.027092,37.575092,0.000000,0.000000,10000.000000,10000.000000
Sky199,1889.840869,92.405886,118.317232,51.225085,0.000000,0.000000,10000.000000,10000.000000
Sky200,3391.563884,2938.467322,9.188108,30.827633,0.000000,0.000000,10000.000000,10000.000000
