SkyId,halo_x1,halo_y1,halo_x2,halo_y2,halo_x3,halo_y3
Sky131,2223.681311,3785.318360,436.511875,581.142345,0.000000,0.000000
Sky132,4070.782698,2000.304314,3713.178921,1705.519977,0.000000,0.000000
Sky133,2316.487330,2364.832420,3546.873856,15.532206,0.000000,0.000000
Sky134,1950.194854,2740.115131,162.390289,373.699365,0.000000,0.000000
Sky135,691.311489,4105.729204,3122.095976,4014.622317,0.000000,0.000000
Sky136,3106.856755,3946.542172,3539.231452,3301.764830,0.000000,0.000000
Sky137,3365.307179,1550.767075,598.633522,2779.860627,0.000000,0.000000
Sky138,2124.343977,1945.499573,20.369462,4326.245025,0.000000,0.000000
Sky139,2218.424462,1985.907707,1198.391517,1287.988267,0.000000,0.000000
Sky140,1950.562134,4064.839408,2403.128980,1015.450763,0.000000,0.000000
Sky141,836.198783,2518.968908,1507.780693,1539.644695,0.000000,0.000000
Sky142,3343.474296,2806.340244,2679.585847,2285.823282,0.000000,0.000000
Sky143,734.848506,2646.077568,346.485756,3787.421598,0.000000,0.000000
Sky144,2913.812098,580.089052,393.803955,363.107597,0.000000,0.000000
Sky145,3289.079916,2341.434215,3951.613314,444.864558,0.000000,0.000000
Sky146,2999.262628,252.251722,1089.522362,3149.294820,0.000000,0.000000
Sky147,1451.525483,3048.531940,2833.686752,2869.077407,0.000000,0.000000
Sky148,3078.916571,1467.579149,3576.193832,1408.931592,0.000000,0.000000
Sky149,1340.706241,698.682100,2180.028752,-62.531486,0.000000,0.000000
Sky150,2699.841913,2747.314435,3898.362685,1507.659343,0.000000,0.000000
Sky151,1150.280582,3541.357765,675.701378,1802.886657,0.000000,0.000000
Sky152,93.975243,3572.995608,2956.322250,1566.937908,0.000000,0.000000
Sky153,1757.946578,442.983693,250.964664,1230.744373,0.000000,0.000000
Sky154,1587.501318,3172.304102,3915.535072,3566.906757,0.000000,0.000000
Sky155,424.873783,852.560248,2332.017248,1009.800017,0.000000,0.000000
Sky156,2501.883658,3457.260965,940.680873,33.922014,0.000000,0.000000
Sky157,1595.226903,2484.115691,2915.614339,4103.146867,0.000000,0.000000
Sky158,1524.066765,4064.554987,2695.532528,3434.369574,0.000000,0.000000
Sky159,614.025387,2250.602160,4117.944933,2744.194649,0.000000,0.000000
Sky160,875.693501,1841.512811,292.530193,165.125836,0.000000,0.000000
Sky161,4147.602855,3074.863716,3914.964771,451.722425,0.000000,0.000000
Sky162,1618.843066,2267.901899,4219.467210,3695.015192,0.000000,0.000000
Sky163,843.802285,410.209132,2825.356634,1562.680179,0.000000,0.000000
Sky164,3213.874153,2469.173180,1962.983968,2559.541922,0.000000,0.000000
Sky165,1556.609364,2405.557388,107.052657,4055.696747,0.000000,0.000000
Sky166,747.930318,1916.759737,4000.893128,2058.397875,0.000000,0.000000
Sky167,2987.348191,2615.831375,707.201012,703.082020,0.000000,0.000000
Sky168,2953.586206,3621.496645,241.191383,3385.960087,0.000000,0.000000
Sky169,3997.844552,2247.169862,2701.613883,1424.296865,0.000000,0.000000
Sky170,2149.420024,1562.441794,1867.990709,3838.069666,0.000000,0.000000
Sky171,1563.503812,724.383231,2782.094582,1926.461763,0.000000,0.000000
Sky172,2775.129324,1195.270356,37.601974,1166.688001,0.000000,0.000000
Sky173,1051.306257,2819.358073,99.065217,2219.957865,0.000000,0.000000
Sky174,2405.525817,3426.082054,1203.648487,150.655553,0.000000,0.000000
Sky175,1963.616534,1934.481348,1658.301509,116.808608,0.000000,0.000000
Sky176,4213.335894,1559.131379,489.188877,577.491391,0.000000,0.000000
Sky177,164.602531,1438.508525,1500.906042,4041.301953,0.000000,0.000000
Sky178,96.052636,3100.579033,4149.616306,2742.973505,0.000000,0.000000
Sky179,874.742173,3533.888130,660.886597,4155.406772,0.000000,0.000000
Sky180,3527.982162,3371.245504,2054.832815,3775.367209,0.000000,0.000000
Sky181,4052.003149,757.512207,1801.995036,244.046653,0.000000,0.000000
Sky182,2574.988378,381.311727,306.693534,850.266688,0.000000,0.000000
Sky183,3605.202924,2672.155906,4063.143592,153.061940,0.000000,0.000000
Sky184,3449.001306,49.898992,519.369811,3281.810307,0.000000,0.000000
Sky185,1110.200449,2197.135588,3946.010462,232.952600,0.000000,0.000000
Sky186,1702.761092,2168.672068,1510.812549,317.163083,0.000000,0.000000
Sky187,868.172502,64.926751,86.151877,966.567011,0.000000,0.000000
Sky188,868.187701,582.728155,2515.938652,1017.976673,0.000000,0.000000
Sky189,1921.203689,3908.024151,1310.409271,3404.432196,0.000000,0.000000
Sky190,3921.506370,1527.529691,2255.248341,1115.727181,0.000000,0.000000
Sky191,2467.583265,351.142734,2076.684140,3660.005413,0.000000,0.000000
Sky192,2192.600955,2770.987109,2512.070750,2343.991341,0.000000,0.000000
Sky193,75.422246,1698.655808,3191.366161,660.774314,0.000000,0.000000
Sky194,1777.290858,1349.296946,3636.028533,3769.851592,0.000000,0.000000
Sky195,3736.302088,3389.184312,4181.332691,1279.132889,0.000000,0.000000
Sky196,718.917793,2077.601822,3919.186635,471.258727,0.000000,0.000000
Sky197,4003.652483,3968.084529,45.983550,655.547120,0.000000,0.000000
Sky198,2605.090491,3610.771819,2174.832881,1885.285952,0.000000,0.000000
Sky199,1876.809479,92.241798,3627.951054,455.248806,0.000000,0.000000
Sky200,3381.269466,2923.145723,3284.213715,2407.222886,0.000000,0.000000
Sky201,2053.754107,346.746387,1620.515708,2232.922528,2319.393739,2294.354030
Sky202,221.228816,3461.000767,1729.536557,3477.393123,2650.606061,1976.577641
Sky203,1550.844900,3488.847361,-193.603336,50.236435,2413.287452,2228.622430
Sky204,3045.651112,2384.854431,1074.728931,1753.069527,1127.598547,2675.029569
Sky205,2895.753380,871.343295,79.872124,804.984471,1777.615398,2855.040701
Sky206,2439.418439,1186.498542,3729.339889,1732.199149,1695.303967,1324.088786
Sky207,1260.772499,2756.787164,2509.369595,2677.728849,1380.472510,2280.546357
Sky208,3874.403908,909.007144,1014.168668,1480.789463,2101.782907,2134.761216
Sky209,34.913456,3535.032599,3064.455754,2279.893474,2215.531332,2159.169909
Sky210,2607.442447,541.476492,622.102667,2232.137500,2944.979960,2388.698544
Sky211,4111.850368,3691.068873,3103.466443,1634.976692,1534.399942,1392.152161
Sky212,3051.218872,2818.042435,4094.967573,2188.888722,4590.931248,3618.213706
Sky213,1488.707444,401.939849,4053.139765,4220.956117,1262.300739,2745.982279
Sky214,2251.806698,3389.299220,63.677650,3511.425498,1976.965403,2143.537810
Sky215,3900.294188,4074.324710,2954.576890,2240.281227,2231.983463,2323.989193
Sky216,2928.300798,1108.301682,1173.760594,3338.798938,2919.170111,3148.963112
Sky217,3763.852518,2182.832831,2018.286576,3069.504110,2205.952624,2128.500358
Sky218,3956.299242,2608.593772,1949.992125,1266.568637,1961.120205,1989.147148
Sky219,2541.797832,2337.737696,3396.843757,927.626491,1714.909540,1859.992347
Sky220,2023.131632,3385.383805,3795.176401,3970.820119,2514.001573,1685.394907
Sky221,2514.130559,1915.333604,211.649760,1836.443375,1775.344759,2210.283838
Sky222,3588.873933,3854.122351,2804.232022,2543.348948,2029.173610,1382.246630
Sky223,2796.178416,4119.273114,834.699692,1821.400290,1695.163803,2029.067409
Sky224,3099.929095,4043.746583,3839.418509,2836.523192,1699.182754,2973.505258
Sky225,1276.430585,1312.915315,4082.138566,3142.304251,2230.815164,2113.349326
Sky226,3529.461077,3985.190302,563.185134,-1112.349291,2792.662414,2627.551920
Sky227,1849.206394,314.396120,3778.910388,2449.047865,1785.917551,3243.323389
Sky228,3014.559097,812.516553,2973.963647,3156.219234,2131.238698,2295.564728
Sky229,3992.402118,3195.384692,1728.271115,1267.034385,1653.041747,2459.197363
Sky230,272.282821,1305.494625,1951.252456,725.459596,2341.323938,1780.243451
Sky231,3117.274609,4345.653299,2061.465835,986.269706,2399.578753,2214.823680
Sky232,3630.658043,3947.266305,4132.347407,1242.024650,2209.326585,1149.086234
Sky233,371.318373,1083.587680,422.661217,1700.985864,1644.036883,2546.513140
Sky234,3052.731953,1533.715979,1641.882778,893.532243,1828.213929,2051.664483
Sky235,1365.861851,343.487083,4065.403730,2317.415658,2882.236730,3243.615018
Sky236,293.416068,2124.774229,4044.021921,373.892637,2615.378968,2706.390645
Sky237,1868.723114,3006.546862,579.140286,169.611618,2754.192671,2850.068914
Sky238,673.415015,994.477659,3643.624221,2188.636720,1906.621296,2315.100207
Sky239,1134.377635,570.341983,691.940040,135.657167,1649.358424,1910.063299
Sky240,756.456711,2962.396683,3144.531898,3641.774060,2418.021547,2780.424100
Sky241,1669.775961,3205.234557,2969.623747,1406.349426,2005.193936,1940.468332
Sky242,1817.684317,247.953137,1133.484049,1483.531412,2406.805779,2420.753526
Sky243,981.842421,3015.275041,1206.424954,463.807604,1830.192274,2160.883426
Sky244,1742.179311,315.731216,3530.996484,2898.452834,915.697242,1611.605282
Sky245,4076.606506,115.194662,2671.346451,914.427285,1932.890541,1783.874424
Sky246,2208.890627,2190.509580,271.313818,1986.339676,1070.160996,2651.658471
Sky247,3736.036611,3255.695462,4113.445212,314.757893,1457.840574,2044.229378
Sky248,2130.300077,1179.939302,374.662026,-172.247495,2136.372541,1899.963454
Sky249,4062.764085,3762.123369,1382.241419,323.593702,1937.777523,2207.734997
Sky250,3003.572630,1841.816248,3640.655202,3039.162258,2118.629464,2279.598521
Sky251,613.891024,1164.281669,833.870586,-584.222447,2388.097039,2549.654238
Sky252,53.546509,313.947651,2307.159810,1827.386683,1988.289845,2136.949499
Sky253,2321.558181,1877.240669,489.781671,1337.657082,1918.823325,1762.307231
Sky254,3241.942448,4114.065002,7254.732433,4723.224251,1598.486056,2414.751104
Sky255,447.203240,106.455131,2298.180439,2345.153992,2164.813812,2238.194946
Sky256,1737.900950,1784.896782,64.743226,1804.832324,1503.150582,2043.486298
Sky257,1224.531181,1684.126398,2725.575507,3856.340444,2806.632171,2586.670649
Sky258,4040.446703,623.930072,1458.928744,676.391968,2433.296375,2367.295662
Sky259,4090.613089,3142.542846,2733.153469,4312.022253,1576.736012,3156.524418
Sky260,2320.344781,3737.845850,652.691760,871.137669,3938.448212,3595.750150
Sky261,256.232769,3779.255779,1675.561850,682.982748,2077.104813,1110.362871
Sky262,1478.356341,1258.244830,-2737.069489,-3470.000238,2466.650557,2260.541733
Sky263,732.247570,992.275049,834.571332,3861.570266,1921.591299,2196.306204
Sky264,856.872362,4220.546617,3999.375404,3571.863463,2070.883040,2072.152261
Sky265,4042.879424,3034.660370,1901.381600,2572.548828,2186.921093,2199.658466
Sky266,510.520233,134.203189,2428.849840,3357.096628,2040.094823,2009.095811
Sky267,647.321723,183.924284,1151.188928,2207.408721,1656.575343,2632.672919
Sky268,903.922616,1532.530447,735.480739,2005.731789,2783.008068,2085.448028
Sky269,3839.284457,864.488891,1991.769967,3535.542841,1465.233916,3065.356149
Sky270,359.321581,772.972171,1338.747632,2751.567358,2297.151406,2464.920721
Sky271,858.020864,3814.399863,3161.804397,458.553321,2414.957798,1443.970390
Sky272,1999.560181,3245.717009,1061.807955,139.167968,2628.543305,2397.794030
Sky273,3131.862868,3866.457748,2728.311947,3340.403712,2315.699419,2302.136515
Sky274,3300.283318,45.948977,2021.227883,284.405725,1830.438752,1701.321881
Sky275,2393.722877,3747.656453,1951.055938,936.029425,2242.883561,1968.154666
Sky276,3971.264863,3262.182648,1221.223547,188.165273,2773.779777,2541.332711
Sky277,3244.373648,1262.157569,1441.841824,686.494422,2185.858655,1621.640089
Sky278,3789.274588,4055.776603,907.197116,2860.998189,2153.525999,2068.092737
Sky279,2503.943025,2528.051789,1413.200490,1235.747523,1651.204681,2008.112188
Sky280,3680.953463,527.231920,1946.141510,1962.895588,1954.086021,1964.649691
Sky281,1914.909068,2745.335045,1089.793247,108.419166,2341.040288,2539.047720
Sky282,1740.023932,2820.138628,3702.982931,4132.250593,2268.164445,1538.394541
Sky283,3312.309178,4089.212992,1564.966789,1549.060740,1869.013748,2124.775521
Sky284,1964.284016,3526.656908,4095.216433,1149.839022,2326.283103,1123.524641
Sky285,1521.321491,1168.024896,2819.260189,3828.838109,2586.956597,1981.546158
Sky286,1227.614656,3315.676446,200.452784,3924.553338,2054.018647,2107.688131
Sky287,2229.673749,4112.818460,3839.891013,3566.375377,2690.041274,2453.597139
Sky288,3080.395389,3844.989079,1685.054505,177.591467,2034.325621,2069.166045
Sky289,2443.716940,2006.106433,3173.533695,3652.266776,734.071258,2251.469288
Sky290,1971.893278,2813.329289,2474.940937,3880.500129,2062.206287,1824.878405
Sky291,2806.522681,2923.255117,97.532424,2934.586685,2073.875114,2232.433888
Sky292,3995.235595,2343.584186,-537.239615,2871.139338,1794.118131,2069.361988
Sky293,3543.634432,604.249148,2318.326044,2040.674038,1763.084870,1807.630854
Sky294,3012.498938,638.900040,2398.511459,4479.494402,2008.029824,2020.767644
Sky295,1987.471618,3624.381919,887.149771,1955.823145,2317.006629,2147.322417
Sky296,676.854042,1117.790812,539.629917,1605.612920,1824.098914,3751.999776
Sky297,2732.368319,361.052817,3507.961628,3858.884506,1334.244681,2049.312638
Sky298,3822.146183,4158.204619,1784.388836,1105.664783,1550.072935,1727.711313
Sky299,2911.942491,1972.715624,3943.458659,2717.750525,3774.926638,856.699802
Sky300,2493.353379,575.740763,842.274633,3234.574666,2123.734953,2113.150680
