SkyId,pred_x1,pred_y1,pred_d,pred_norm,best_x1,best_y1,best_norm,best_norm
Sky53,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky54,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky55,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky56,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky57,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky58,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky59,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky60,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky61,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky62,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky63,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky64,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky65,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky66,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky67,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky68,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky69,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky70,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky71,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky72,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky73,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky74,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky75,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky76,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky77,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky78,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky79,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky80,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky81,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky82,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky83,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky84,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky85,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky86,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky87,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky88,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky89,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky90,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky91,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky92,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky93,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky94,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky95,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky96,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky97,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky98,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky99,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky100,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky101,2877.325483,415.754473,1534.379862,54.191855,2877.325483,415.754473,54.191855,1534.379862
Sky102,42.264505,770.576489,239.695188,60.232177,42.264505,770.576489,60.232177,239.695188
Sky103,1763.458692,2459.006602,366.508921,51.014208,1763.458692,2459.006602,51.014208,366.508921
Sky104,527.218770,2528.021295,218.420268,46.915404,527.218770,2528.021295,46.915404,218.420268
Sky105,1168.329526,2791.007973,461.875122,51.534439,1168.329526,2791.007973,51.534439,461.875122
Sky106,459.641308,3221.268925,52.464664,64.332572,459.641308,3221.268925,64.332572,52.464664
Sky107,3814.777512,3227.444528,507.220714,33.399159,3814.777512,3227.444528,33.399159,507.220714
Sky108,1847.476916,1195.919897,289.145086,57.645090,1847.476916,1195.919897,57.645090,289.145086
Sky109,403.202779,1180.168939,356.539144,39.588226,403.202779,1180.168939,39.588226,356.539144
Sky110,510.229719,1809.169367,353.513362,39.681973,510.229719,1809.169367,39.681973,353.513362
Sky111,4190.443230,3115.561099,843.518207,55.861399,4190.443230,3115.561099,55.861399,843.518207
Sky112,738.830215,665.824282,413.221887,52.553223,738.830215,665.824282,52.553223,413.221887
Sky113,1386.723637,589.215082,383.120897,62.246381,1386.723637,589.215082,62.246381,383.120897
Sky114,1728.210168,2126.237539,462.602606,52.558240,1728.210168,2126.237539,52.558240,462.602606
Sky115,3325.101557,2321.343691,484.832721,55.532150,3325.101557,2321.343691,55.532150,484.832721
Sky116,3328.065469,3526.535517,169.833745,58.427045,3328.065469,3526.535517,58.427045,169.833745
Sky117,2916.949093,1266.129900,389.609241,48.812198,2916.949093,1266.129900,48.812198,389.609241
Sky118,140.928829,1920.197387,503.369436,35.867967,140.928829,1920.197387,35.867967,503.369436
Sky119,1879.777767,1217.377471,425.091254,51.457526,1879.777767,1217.377471,51.457526,425.091254
Sky120,807.125743,1570.297051,541.195289,52.510751,807.125743,1570.297051,52.510751,541.195289
Sky121,2799.678794,3455.742849,243.632732,61.739457,2799.678794,3455.742849,61.739457,243.632732
Sky122,1732.738859,2193.439529,629.364427,27.970958,1732.738859,2193.439529,27.970958,629.364427
Sky123,3449.247646,596.650978,344.914574,60.654393,3449.247646,596.650978,60.654393,344.914574
Sky124,2291.228491,3690.839500,224.753679,46.850602,2291.228491,3690.839500,46.850602,224.753679
Sky125,2121.332834,1947.028136,396.739838,53.488360,2121.332834,1947.028136,53.488360,396.739838
Sky126,286.300508,3065.506925,408.507797,35.615589,286.300508,3065.506925,35.615589,408.507797
Sky127,2478.622112,3657.584152,281.580347,49.948045,2478.622112,3657.584152,49.948045,281.580347
Sky128,3123.223694,1504.225034,483.651544,43.792846,3123.223694,1504.225034,43.792846,483.651544
Sky129,3595.603678,1702.194360,328.587963,44.069157,3595.603678,1702.194360,44.069157,328.587963
Sky130,1234.073450,3223.644897,341.986391,45.514160,1234.073450,3223.644897,45.514160,341.986391
Sky131,2240.018268,3842.943293,331.143937,72.608149,2240.018268,3842.943293,72.608149,331.143937
Sky132,4125.637828,2012.307294,297.004590,36.193773,4125.637828,2012.307294,36.193773,297.004590
Sky133,2292.653611,2398.583135,441.482198,71.700379,2292.653611,2398.583135,71.700379,441.482198
Sky134,2004.946558,2835.622186,258.693636,53.210530,2004.946558,2835.622186,53.210530,258.693636
Sky135,1004.397110,2316.126370,2244.997444,55.668912,1004.397110,2316.126370,55.668912,2244.997444
Sky136,3111.670822,3948.909492,132.866534,52.255431,3111.670822,3948.909492,52.255431,132.866534
Sky137,3397.159677,1550.026496,496.488256,39.007372,3397.159677,1550.026496,39.007372,496.488256
Sky138,2175.228327,1923.767135,266.360090,48.169523,2175.228327,1923.767135,48.169523,266.360090
Sky139,2257.968993,2013.046905,376.863311,46.220427,2257.968993,2013.046905,46.220427,376.863311
Sky140,1913.189813,3984.878637,592.635762,49.916243,1913.189813,3984.878637,49.916243,592.635762
Sky141,821.440916,2529.824615,289.977933,61.440584,821.440916,2529.824615,61.440584,289.977933
Sky142,3393.569239,2816.053928,334.239877,34.579778,3393.569239,2816.053928,34.579778,334.239877
Sky143,739.452707,2643.826720,90.961805,63.618190,739.452707,2643.826720,63.618190,90.961805
Sky144,2119.581036,808.825085,121.253321,30.714096,2119.581036,808.825085,30.714096,121.253321
Sky145,3259.320128,2401.198465,76.863593,28.987729,3259.320128,2401.198465,28.987729,76.863593
Sky146,3005.654136,247.895791,471.269886,58.376322,3005.654136,247.895791,58.376322,471.269886
Sky147,1444.435925,3034.048239,559.992437,30.269410,1444.435925,3034.048239,30.269410,559.992437
Sky148,3097.364184,1441.840104,386.675177,57.361441,3097.364184,1441.840104,57.361441,386.675177
Sky149,1326.088388,706.816515,367.365881,37.925970,1326.088388,706.816515,37.925970,367.365881
Sky150,2565.710413,2757.944064,361.381905,42.833204,2565.710413,2757.944064,42.833204,361.381905
Sky151,1254.874788,3866.260076,557.637450,63.778649,1254.874788,3866.260076,63.778649,557.637450
Sky152,80.482981,3564.436028,107.080124,50.045434,80.482981,3564.436028,50.045434,107.080124
Sky153,1761.861920,433.271745,151.547652,47.982136,1761.861920,433.271745,47.982136,151.547652
Sky154,1500.383121,3163.346451,516.532089,67.017395,1500.383121,3163.346451,67.017395,516.532089
Sky155,3344.380641,870.940389,538.623100,38.326220,3344.380641,870.940389,38.326220,538.623100
Sky156,2506.945478,3460.550984,271.645250,49.384526,2506.945478,3460.550984,49.384526,271.645250
Sky157,1603.685166,2484.145013,535.980351,56.045249,1603.685166,2484.145013,56.045249,535.980351
Sky158,1805.349196,2408.860685,2073.835044,38.505335,1805.349196,2408.860685,38.505335,2073.835044
Sky159,597.373904,2244.941710,339.104116,40.966273,597.373904,2244.941710,40.966273,339.104116
Sky160,870.940248,1841.625595,319.431167,47.199254,870.940248,1841.625595,47.199254,319.431167
Sky161,2668.100381,3572.572765,1758.551025,57.744282,2668.100381,3572.572765,57.744282,1758.551025
Sky162,1558.141910,2226.065679,339.716597,49.349059,1558.141910,2226.065679,49.349059,339.716597
Sky163,838.630343,405.796457,385.305772,36.585271,838.630343,405.796457,36.585271,385.305772
Sky164,3256.444200,2459.953091,419.793832,58.284728,3256.444200,2459.953091,58.284728,419.793832
Sky165,1578.028836,2497.673406,243.582389,57.308372,1578.028836,2497.673406,57.308372,243.582389
Sky166,715.708333,1897.603145,141.736092,34.245655,715.708333,1897.603145,34.245655,141.736092
Sky167,3027.523354,2636.987214,427.098844,32.829219,3027.523354,2636.987214,32.829219,427.098844
Sky168,2928.018340,3625.693456,503.129850,29.561220,2928.018340,3625.693456,29.561220,503.129850
Sky169,3991.237363,2229.248247,602.349516,69.499578,3991.237363,2229.248247,69.499578,602.349516
Sky170,2144.961805,1528.914206,387.745693,63.196351,2144.961805,1528.914206,63.196351,387.745693
Sky171,1548.100640,688.778952,137.748359,54.415000,1548.100640,688.778952,54.415000,137.748359
Sky172,2778.292057,1180.135713,495.290803,50.153286,2778.292057,1180.135713,50.153286,495.290803
Sky173,1058.540332,2824.978287,174.712505,54.553109,1058.540332,2824.978287,54.553109,174.712505
Sky174,2434.883214,3544.607559,503.363027,51.384662,2434.883214,3544.607559,51.384662,503.363027
Sky175,1959.958769,1938.542346,419.440016,55.638066,1959.958769,1938.542346,55.638066,419.440016
Sky176,4173.702736,1587.465149,631.091681,52.806300,4173.702736,1587.465149,52.806300,631.091681
Sky177,210.901451,1446.124360,586.179925,35.484020,210.901451,1446.124360,35.484020,586.179925
Sky178,356.593155,3474.950888,654.578957,39.299720,356.593155,3474.950888,39.299720,654.578957
Sky179,871.755103,3535.978370,229.149158,41.093162,871.755103,3535.978370,41.093162,229.149158
Sky180,3586.390653,3384.142294,163.879903,64.052283,3586.390653,3384.142294,64.052283,163.879903
Sky181,4182.560857,797.980067,80.537718,58.848709,4182.560857,797.980067,58.848709,80.537718
Sky182,2566.905333,369.390020,404.293230,61.729702,2566.905333,369.390020,61.729702,404.293230
Sky183,3599.039986,2642.228676,469.586627,60.181403,3599.039986,2642.228676,60.181403,469.586627
Sky184,3443.727405,38.481061,497.734274,45.659044,3443.727405,38.481061,45.659044,497.734274
Sky185,1080.684648,2211.088001,320.429841,55.904473,1080.684648,2211.088001,55.904473,320.429841
Sky186,1683.599907,2241.176487,424.574960,60.552250,1683.599907,2241.176487,60.552250,424.574960
Sky187,836.907217,73.463837,424.708023,34.923856,836.907217,73.463837,34.923856,424.708023
Sky188,871.539421,585.402694,233.475691,51.453468,871.539421,585.402694,51.453468,233.475691
Sky189,1920.926823,3918.105949,109.227126,63.368851,1920.926823,3918.105949,63.368851,109.227126
Sky190,2055.018974,1474.874457,1880.698072,63.766282,2055.018974,1474.874457,63.766282,1880.698072
Sky191,2463.786055,349.021252,145.375216,32.215967,2463.786055,349.021252,32.215967,145.375216
Sky192,2526.760847,2668.308114,751.119306,57.749754,2526.760847,2668.308114,57.749754,751.119306
Sky193,46.874761,1689.499906,474.382418,58.084007,46.874761,1689.499906,58.084007,474.382418
Sky194,165.241501,3279.119161,393.905284,66.895302,165.241501,3279.119161,66.895302,393.905284
Sky195,3736.332569,3391.819605,206.301716,51.075948,3736.332569,3391.819605,51.075948,206.301716
Sky196,653.199090,2038.235686,209.746538,36.067905,653.199090,2038.235686,36.067905,209.746538
Sky197,1938.934351,2022.004942,3327.942190,37.176460,1938.934351,2022.004942,37.176460,3327.942190
Sky198,2602.180080,3648.379158,260.065286,37.575762,2602.180080,3648.379158,37.575762,260.065286
Sky199,1973.654825,82.329770,388.723654,51.228000,1973.654825,82.329770,51.228000,388.723654
Sky200,3391.644745,2938.233366,378.348655,30.827635,3391.644745,2938.233366,30.827635,378.348655
