SkyId,halo_x1,halo_y1,halo_x2,halo_y2,halo_x3,halo_y3
Sky66,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky67,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky68,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky69,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky70,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky71,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky72,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky73,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky74,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky75,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky76,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky77,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky78,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky79,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky80,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky81,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky82,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky83,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky84,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky85,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky86,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky87,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky88,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky89,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky90,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky91,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky92,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky93,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky94,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky95,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky96,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky97,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky98,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky99,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky101,4135.823253,298.447818,1120.763438,1844.386054,0.000000,0.000000
Sky102,51.650667,798.007451,3192.331697,198.956648,0.000000,0.000000
Sky103,1775.475189,2456.126565,3462.613376,3532.487550,0.000000,0.000000
Sky104,508.009208,2495.100629,434.387804,1538.754478,0.000000,0.000000
Sky105,1169.290528,2790.982292,3813.850136,2199.196010,0.000000,0.000000
Sky106,458.616980,3220.870689,3446.043557,552.816934,0.000000,0.000000
Sky107,3809.815831,3184.323513,501.438702,1481.712682,0.000000,0.000000
Sky108,1848.939900,1205.704154,2617.540568,465.263771,0.000000,0.000000
Sky109,424.636389,1196.347161,1825.817410,2301.997710,0.000000,0.000000
Sky110,515.472365,1839.407441,3301.000268,1090.684868,0.000000,0.000000
Sky111,4245.490809,2404.653167,1555.653333,1791.410315,0.000000,0.000000
Sky112,744.318158,685.584293,762.229556,1161.488187,0.000000,0.000000
Sky113,1328.561262,606.602571,262.183170,2111.885654,0.000000,0.000000
Sky114,1728.577917,2126.450212,1384.415926,1289.271054,0.000000,0.000000
Sky115,3316.222226,2308.946965,2362.158667,714.375525,0.000000,0.000000
Sky116,3316.311709,3481.644464,2080.641504,1134.241069,0.000000,0.000000
Sky117,2901.388133,1282.000708,976.335893,2462.806900,0.000000,0.000000
Sky118,136.578602,1909.337136,1314.946296,1993.469660,0.000000,0.000000
Sky119,1948.748532,1205.584350,3799.131540,384.359413,0.000000,0.000000
Sky120,781.601900,1587.440399,1977.378882,2511.715929,0.000000,0.000000
Sky121,2776.024963,3431.497128,313.602028,584.206892,0.000000,0.000000
Sky122,1697.083075,2110.559861,2397.808794,3227.715739,0.000000,0.000000
Sky123,3425.790926,617.638369,1902.172993,-0.693379,0.000000,0.000000
Sky124,2294.480875,3666.672149,3282.707181,2865.353873,0.000000,0.000000
Sky125,2092.466197,1964.569362,1231.063159,2556.577089,0.000000,0.000000
Sky126,298.255834,3066.779387,2507.199364,2819.054787,0.000000,0.000000
Sky127,2494.295897,3624.286176,3621.185331,3150.797194,0.000000,0.000000
Sky128,3110.497417,1509.379075,1095.540167,1880.144927,0.000000,0.000000
Sky129,3586.979332,1736.936712,4057.468224,159.105589,0.000000,0.000000
Sky130,1260.083693,3221.351904,2699.883951,3555.774095,0.000000,0.000000
Sky131,2223.681311,3785.318360,436.511875,581.142345,0.000000,0.000000
Sky132,4070.782698,2000.304314,3713.178921,1705.519977,0.000000,0.000000
Sky133,2316.487330,2364.832420,3546.873856,15.532206,0.000000,0.000000
Sky134,1950.194854,2740.115131,162.390289,373.699365,0.000000,0.000000
Sky135,691.311489,4105.729204,3122.095976,4014.622317,0.000000,0.000000
Sky136,3106.856755,3946.542172,3539.231452,3301.764830,0.000000,0.000000
Sky137,3365.307179,1550.767075,598.633522,2779.860627,0.000000,0.000000
Sky138,2124.343977,1945.499573,20.369462,4326.245025,0.000000,0.000000
Sky139,2218.424462,1985.907707,1198.391517,1287.988267,0.000000,0.000000
Sky140,1950.562134,4064.839408,2403.128980,1015.450763,0.000000,0.000000
Sky141,836.198783,2518.968908,1507.780693,1539.644695,0.000000,0.000000
Sky142,3343.474296,2806.340244,2679.585847,2285.823282,0.000000,0.000000
Sky143,734.848506,2646.077568,346.485756,3787.421598,0.000000,0.000000
Sky144,2913.812098,580.089052,393.803955,363.107597,0.000000,0.000000
Sky145,3289.079916,2341.434215,3951.613314,444.864558,0.000000,0.000000
Sky146,2999.262628,252.251722,1089.522362,3149.294820,0.000000,0.000000
Sky147,1451.525483,3048.531940,2833.686752,2869.077407,0.000000,0.000000
Sky148,3078.916571,1467.579149,3576.193832,1408.931592,0.000000,0.000000
Sky149,1340.706241,698.682100,2180.028752,-62.531486,0.000000,0.000000
Sky150,2699.841913,2747.314435,3898.362685,1507.659343,0.000000,0.000000
Sky151,1150.280582,3541.357765,675.701378,1802.886657,0.000000,0.000000
Sky152,93.975243,3572.995608,2956.322250,1566.937908,0.000000,0.000000
Sky153,1757.946578,442.983693,250.964664,1230.744373,0.000000,0.000000
Sky154,1587.501318,3172.304102,3915.535072,3566.906757,0.000000,0.000000
Sky155,424.873783,852.560248,2332.017248,1009.800017,0.000000,0.000000
Sky156,2501.883658,3457.260965,940.680873,33.922014,0.000000,0.000000
Sky157,1595.226903,2484.115691,2915.614339,4103.146867,0.000000,0.000000
Sky158,1524.066765,4064.554987,2695.532528,3434.369574,0.000000,0.000000
Sky159,614.025387,2250.602160,4117.944933,2744.194649,0.000000,0.000000
Sky160,875.693501,1841.512811,292.530193,165.125836,0.000000,0.000000
Sky161,4147.602855,3074.863716,3914.964771,451.722425,0.000000,0.000000
Sky162,1618.843066,2267.901899,4219.467210,3695.015192,0.000000,0.000000
Sky163,843.802285,410.209132,2825.356634,1562.680179,0.000000,0.000000
Sky164,3213.874153,2469.173180,1962.983968,2559.541922,0.000000,0.000000
Sky165,1556.609364,2405.557388,107.052657,4055.696747,0.000000,0.000000
Sky166,747.930318,1916.759737,4000.893128,2058.397875,0.000000,0.000000
Sky167,2987.348191,2615.831375,707.201012,703.082020,0.000000,0.000000
Sky168,2953.586206,3621.496645,241.191383,3385.960087,0.000000,0.000000
Sky169,3997.844552,2247.169862,2701.613883,1424.296865,0.000000,0.000000
Sky170,2149.420024,1562.441794,1867.990709,3838.069666,0.000000,0.000000
Sky171,1563.503812,724.383231,2782.094582,1926.461763,0.000000,0.000000
Sky172,2775.129324,1195.270356,37.601974,1166.688001,0.000000,0.000000
Sky173,1051.306257,2819.358073,99.065217,2219.957865,0.000000,0.000000
Sky174,2405.525817,3426.082054,1203.648487,150.655553,0.000000,0.000000
Sky175,1963.616534,1934.481348,1658.301509,116.808608,0.000000,0.000000
Sky176,4213.335894,1559.131379,489.188877,577.491391,0.000000,0.000000
Sky177,164.602531,1438.508525,1500.906042,4041.301953,0.000000,0.000000
Sky178,96.052636,3100.579033,4149.616306,2742.973505,0.000000,0.000000
Sky179,874.742173,3533.888130,660.886597,4155.406772,0.000000,0.000000
Sky180,3527.982162,3371.245504,2054.832815,3775.367209,0.000000,0.000000
Sky181,4052.003149,757.512207,1801.995036,244.046653,0.000000,0.000000
Sky182,2574.988378,381.311727,306.693534,850.266688,0.000000,0.000000
Sky183,3605.202924,2672.155906,4063.143592,153.061940,0.000000,0.000000
Sky184,3449.001306,49.898992,519.369811,3281.810307,0.000000,0.000000
Sky185,1110.200449,2197.135588,3946.010462,232.952600,0.000000,0.000000
Sky186,1702.761092,2168.672068,1510.812549,317.163083,0.000000,0.000000
Sky187,868.172502,64.926751,86.151877,966.567011,0.000000,0.000000
Sky188,868.187701,582.728155,2515.938652,1017.976673,0.000000,0.000000
Sky189,1921.203689,3908.024151,1310.409271,3404.432196,0.000000,0.000000
Sky190,3921.506370,1527.529691,2255.248341,1115.727181,0.000000,0.000000
Sky191,2467.583265,351.142734,2076.684140,3660.005413,0.000000,0.000000
Sky192,2192.600955,2770.987109,2512.070750,2343.991341,0.000000,0.000000
Sky193,75.422246,1698.655808,3191.366161,660.774314,0.000000,0.000000
Sky194,1777.290858,1349.296946,3636.028533,3769.851592,0.000000,0.000000
Sky195,3736.302088,3389.184312,4181.332691,1279.132889,0.000000,0.000000
Sky196,718.917793,2077.601822,3919.186635,471.258727,0.000000,0.000000
Sky197,4003.652483,3968.084529,45.983550,655.547120,0.000000,0.000000
Sky198,2605.090491,3610.771819,2174.832881,1885.285952,0.000000,0.000000
Sky199,1876.809479,92.241798,3627.951054,455.248806,0.000000,0.000000
Sky200,3381.269466,2923.145723,3284.213715,2407.222886,0.000000,0.000000
Sky201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky205,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky213,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky218,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky219,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky245,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky259,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky268,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky298,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Sky300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
