SkyId,pred_x1,pred_y1,pred_d,pred_norm,best_x1,best_y1,best_norm,best_norm
Sky22,3070.484732,1304.045932,157.667964,68.825151,3069.176469,1303.056059,68.825186,156.733069
Sky23,3499.801566,34.210488,1.221196,57.974095,3499.826593,34.205971,57.974096,1.217794
Sky24,748.767018,2091.556964,19.013827,31.215324,748.821258,2091.510608,31.215328,19.000822
Sky25,2830.198441,2583.979669,30.965175,49.113272,2830.215674,2583.953908,49.113272,30.936844
Sky26,1703.836170,2934.085183,59.023048,53.645954,1704.463307,2934.009990,53.645972,58.522778
Sky27,701.826847,2928.394212,22.145676,55.917759,701.917896,2928.230670,55.917761,22.097114
Sky28,1864.183170,3561.537833,21.366974,62.397140,1864.705231,3559.524806,62.399056,19.287479
Sky29,249.979060,828.819289,32.115376,63.431900,249.981351,828.819650,63.431900,32.114479
Sky30,3267.562349,2762.696195,30.161134,43.879657,3267.578932,2762.713410,43.879657,30.139863
Sky31,0.000000,3991.293923,62.409984,29.362449,0.349955,3991.603182,29.424971,61.977719
Sky32,2129.512205,2690.111567,5.100254,54.001044,2129.510664,2690.114469,54.001044,5.098330
Sky33,2330.780917,191.052238,11.122953,32.904126,2330.703739,191.025967,32.904130,11.083130
Sky34,1994.245038,1282.654053,37.588352,60.138656,1994.255436,1282.515909,60.138658,37.476893
Sky35,2065.296769,2304.144060,16.858768,41.640990,2065.416987,2303.994473,41.640992,16.729694
Sky36,1537.441669,3614.234297,81.822583,59.009851,1537.607112,3614.039771,59.009852,81.570826
Sky37,1578.839249,1576.250179,29.605585,47.187092,1578.844143,1576.253417,47.187092,29.599814
Sky38,90.692220,2500.055371,9.141205,38.952850,90.694580,2500.055562,38.952850,9.139445
Sky39,4079.181346,3996.861049,46.695615,32.581088,4079.154324,3997.030465,32.581106,46.536302
Sky40,1399.382573,406.882100,51.169651,36.954342,1399.381963,406.884834,36.954342,51.166954
Sky41,1404.284528,857.274680,78.292518,60.908020,1403.769728,857.949649,60.908058,78.005368
Sky42,2308.891441,3944.830666,165.948765,65.659308,2308.897460,3944.820480,65.659308,165.939971
Sky43,1365.020215,1827.900850,16.465751,42.428422,1365.019746,1827.898236,42.428422,16.465569
Sky44,3549.795769,3081.907716,90.539343,58.360411,3549.315879,3081.525596,58.360432,90.229298
Sky45,915.767955,3366.388525,282.045503,27.214147,915.769343,3366.497748,27.214151,281.964067
Sky46,3189.954278,1917.153799,24.999194,54.577731,3189.955717,1917.155327,54.577731,24.997340
Sky47,3285.757713,2166.663119,12.542990,36.733600,3285.759534,2166.660637,36.733600,12.539970
Sky48,2081.449923,2954.798635,23.907924,45.345150,2081.492346,2954.781372,45.345150,23.879538
Sky49,2079.164481,3823.409073,47.376350,63.883171,2079.195573,3823.325170,63.883172,47.353002
Sky50,2364.035336,1030.823737,26.624664,65.871720,2364.043320,1030.905918,65.871722,26.605776
Sky51,559.317927,934.554840,37.336248,48.572804,559.267547,934.787197,48.572809,37.101765
Sky52,1426.580657,2152.689949,173.365547,66.228750,1425.513714,2151.926942,66.228797,172.259505
Sky53,2153.320211,1445.601747,50.104111,31.859143,2153.333413,1445.625855,31.859143,50.085847
Sky54,1163.385182,267.883767,96.642128,48.241367,1162.813494,268.069689,48.241374,96.330263
Sky55,2419.773276,2999.054715,96.030546,34.025589,2419.773356,2999.054750,34.025589,96.030520
Sky56,55.294585,4160.381464,32.430419,44.704071,55.519023,4160.220500,44.704088,32.159249
Sky57,41.538464,1050.036262,101.777043,32.497464,41.599565,1050.179776,32.497464,101.646737
Sky58,2296.980145,3568.075697,94.767033,56.482593,2297.001003,3568.057581,56.482593,94.746526
Sky59,703.616273,3797.356983,36.588153,32.033498,703.696508,3797.535919,32.033499,36.477211
Sky60,2996.429632,4042.572492,168.210216,55.548900,2912.628931,4164.515627,55.595074,26.436336
Sky61,3392.466914,812.461560,21.565702,52.042007,3392.506066,812.466934,52.042008,21.557325
Sky62,1158.648790,3299.705799,219.580147,35.499730,1157.745763,3298.544789,35.499741,218.298663
Sky63,411.061079,2156.427903,89.577570,41.981929,411.060217,2156.436940,41.981929,89.571637
Sky64,3284.678714,762.330594,24.168779,33.675966,3284.678714,762.330594,33.675966,24.168779
Sky65,2718.949248,1668.011036,85.368663,53.530725,2718.690486,1668.021587,53.530726,85.239017
Sky66,4144.169066,1585.906729,25.292796,68.897715,4144.195644,1585.858917,68.897715,25.238093
Sky67,1943.651538,3840.561383,46.762385,58.465409,1943.645036,3840.551379,58.465412,46.753360
Sky68,3316.003075,1153.802134,118.096376,30.608353,3315.201507,1154.280958,30.608372,117.731091
Sky69,1139.248321,3091.209425,2234.185964,30.537258,1139.264500,3091.205326,30.537258,2234.170672
Sky70,2655.994698,1486.183076,43.236094,56.375335,2656.019277,1486.176558,56.375335,43.233474
Sky71,3256.562190,308.804809,35.655398,32.461711,3256.561088,308.813528,32.461711,35.653159
Sky72,3602.872339,3451.075781,20.628748,58.183816,3602.935111,3451.089843,58.183818,20.572044
Sky73,1607.371380,1279.166562,54.447059,49.905463,1606.837420,1279.289512,49.905795,54.438805
Sky74,2296.977656,3236.462257,55.541753,50.884564,2297.163912,3236.470716,50.884583,55.533209
Sky75,3323.319219,530.128085,3020.605149,32.136498,38.465364,351.167175,32.146978,379.086389
Sky76,1002.214510,3712.058305,43.725132,35.165269,1002.212169,3712.050693,35.165269,43.718803
Sky77,1950.319288,2058.191658,65.123519,39.349522,1950.614026,2058.241770,39.349526,64.906174
Sky78,706.540579,1554.725769,186.804647,56.035627,580.253047,1650.740465,56.079176,28.162448
Sky79,3223.968869,493.549831,177.279172,28.838665,3223.526997,493.230607,28.838670,177.210750
Sky80,2855.141115,69.873195,89.571757,37.241249,2855.129537,69.872660,37.241249,89.560225
Sky81,599.409633,1295.776651,30.973706,62.972177,599.404163,1295.784355,62.972178,30.965628
Sky82,4102.639669,3554.496520,1371.474157,39.686921,3523.997517,3586.573707,39.875980,1071.134623
Sky83,2379.128756,2329.779064,105.571994,55.901057,2379.130920,2329.778554,55.901057,105.570045
Sky84,3120.264625,3929.764688,37.856686,36.456732,3120.258765,3929.959688,36.456734,37.686661
Sky85,1804.816741,2513.313828,19.578185,53.563637,1804.975373,2513.371701,53.563640,19.473095
Sky86,257.018521,3337.215417,19.181023,35.693170,252.112553,3330.145476,36.164712,12.021608
Sky87,3391.613659,3098.389794,53.891065,34.653885,3391.423057,3098.303210,34.653888,53.883575
Sky88,1650.496721,441.454108,70.046042,51.551736,1651.111468,441.374658,51.551745,70.026692
Sky89,3454.374685,2283.916351,34.633177,72.206803,3454.374685,2283.916351,72.206803,34.633177
Sky90,535.872477,1903.349337,17.090593,66.327461,536.088102,1902.949631,66.327478,16.776925
Sky91,786.429028,3016.581998,36.988562,59.200586,786.488487,3016.564906,59.200606,36.978630
Sky92,2702.661002,3442.756468,22.001515,65.814461,2702.805307,3442.784007,65.814480,21.950957
Sky93,2025.412406,2342.962829,63.519109,60.047428,2025.196910,2343.042902,60.047433,63.311576
Sky94,4094.788664,3677.614356,76.543253,45.623985,4094.777975,3677.608616,45.623985,76.539204
Sky95,3600.900955,3464.593864,74.270376,64.286506,3600.974456,3464.290673,64.286517,74.178514
Sky96,3394.449285,3068.206062,25.062409,40.021512,3394.449781,3068.205472,40.021512,25.062109
Sky97,510.051606,45.449800,63.214524,58.383991,510.051606,45.449800,58.383991,63.214524
Sky98,2905.877751,3813.154109,41.302502,29.423081,2905.876500,3813.154984,29.423081,41.301071
Sky99,3354.474924,2670.939802,65.064189,41.399240,3354.263967,2671.223444,41.399248,64.976749
Sky100,3832.509481,933.183113,57.655977,35.032087,3832.536435,933.223312,35.032087,57.607762
