SkyId,pred_x1,pred_y1,pred_d,pred_norm,best_x1,best_y1,best_norm,best_norm
Sky53,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky54,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky55,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky56,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky57,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky58,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky59,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky60,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky61,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky62,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky63,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky64,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky65,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky66,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky67,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky68,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky69,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky70,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky71,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky72,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky73,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky74,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky75,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky76,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky77,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky78,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky79,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky80,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky81,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky82,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky83,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky84,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky85,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky86,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky87,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky88,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky89,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky90,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky91,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky92,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky93,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky94,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky95,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky96,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky97,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky98,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky99,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
Sky100,0.000000,0.000000,0.000000,10000.000000,0.000000,0.000000,10000.000000,10000.000000
